percentage,,percentage,ket,elapsed_time,gpu_used
50,0,50,Dataloader,451.0511004924774,503.58349609375
50,1,50,Train,694.3568308353424,476.81640625
50,2,50,Test,14.940069437026978,476.7578125
50,3,,Total,1160.3480007648468,476.7578125
