percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,826.4313459396362,522.33837890625
90,1,90,Train,2171.0393826961517,476.81640625
90,2,90,Test,44.122390031814575,476.7578125
90,3,,Total,3041.5931186676025,476.7578125
