percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,750.9996497631073,522.33837890625
80,1,80,Train,1716.219202041626,476.81640625
80,2,80,Test,35.49030256271362,476.7578125
80,3,,Total,2502.709154367447,476.7578125
