percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,197.13468074798584,463.82470703125
20,1,20,Train,128.6052634716034,418.818359375
20,2,20,Test,2.9403200149536133,418.759765625
20,3,,Total,328.68026423454285,418.759765625
