percentage,,percentage,ket,elapsed_time,gpu_used
40,0,40,Dataloader,402.1296739578247,464.53662109375
40,1,40,Train,453.75939083099365,418.818359375
40,2,40,Test,9.780501127243042,418.759765625
40,3,,Total,865.6695659160614,418.759765625
