percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,877.4219644069672,465.40673828125
90,1,90,Train,2233.809099674225,421.48291015625
90,2,90,Test,44.83170008659363,420.67822265625
90,3,,Total,3156.0627641677856,420.67822265625
