percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,861.655873298645,522.33837890625
90,1,90,Train,2243.163592338562,479.48095703125
90,2,90,Test,44.825621604919434,478.67626953125
90,3,,Total,3149.6450872421265,478.67626953125
