percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,874.429425239563,465.40673828125
90,1,90,Train,2162.53453874588,418.818359375
90,2,90,Test,44.024763345718384,418.759765625
90,3,,Total,3080.9887273311615,418.759765625
