percentage,,percentage,ket,elapsed_time,gpu_used
40,0,40,Dataloader,388.8192138671875,464.53662109375
40,1,40,Train,452.5247480869293,418.818359375
40,2,40,Test,9.765040636062622,418.759765625
40,3,,Total,851.1090025901794,418.759765625
