percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,790.9244108200073,465.40673828125
80,1,80,Train,1782.6575894355774,421.48291015625
80,2,80,Test,36.309542417526245,420.67822265625
80,3,,Total,2609.891542673111,420.67822265625
