percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,569.2316763401031,503.58349609375
60,1,60,Train,1026.189619064331,479.48095703125
60,2,60,Test,20.993715286254883,478.67626953125
60,3,,Total,1616.415010690689,478.67626953125
