percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,184.72594165802002,503.58349609375
20,1,20,Train,145.90063214302063,479.48095703125
20,2,20,Test,3.0088658332824707,478.67626953125
20,3,,Total,333.6354396343231,478.67626953125
