percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,283.0495707988739,503.58349609375
30,1,30,Train,289.66981506347656,479.48095703125
30,2,30,Test,6.059975862503052,478.67626953125
30,3,,Total,578.7793617248535,478.67626953125
