percentage,,percentage,ket,elapsed_time,gpu_used
40,0,40,Dataloader,388.2771921157837,464.53662109375
40,1,40,Train,485.74526596069336,421.48291015625
40,2,40,Test,10.034948825836182,420.67822265625
40,3,,Total,884.0574069023132,420.67822265625
