percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,96.10488295555115,503.58349609375
10,1,10,Train,38.93493580818176,476.81640625
10,2,10,Test,0.9799597263336182,476.7578125
10,3,,Total,136.01977849006653,476.7578125
