percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,760.4743232727051,522.33837890625
80,1,80,Train,1738.0596554279327,479.48095703125
80,2,80,Test,35.30965852737427,478.67626953125
80,3,,Total,2533.843637228012,478.67626953125
