percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,841.1984724998474,522.33837890625
90,1,90,Train,2175.4991393089294,476.81640625
90,2,90,Test,44.38092064857483,476.7578125
90,3,,Total,3061.0785324573517,476.7578125
