percentage,,percentage,ket,elapsed_time,gpu_used
50,0,50,Dataloader,487.5838577747345,464.53662109375
50,1,50,Train,689.5593214035034,418.818359375
50,2,50,Test,14.640284776687622,418.759765625
50,3,,Total,1191.7834639549255,418.759765625
