percentage,,percentage,ket,elapsed_time,gpu_used
70,0,70,Dataloader,752.569210767746,464.53662109375
70,1,70,Train,1324.289849281311,418.818359375
70,2,70,Test,27.94986867904663,418.759765625
70,3,,Total,2104.8089287281036,418.759765625
