percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,287.25324177742004,503.58349609375
30,1,30,Train,263.96212553977966,476.81640625
30,2,30,Test,5.829452276229858,476.7578125
30,3,,Total,557.0448195934296,476.7578125
