percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,293.74090933799744,503.58349609375
30,1,30,Train,291.01913690567017,479.48095703125
30,2,30,Test,6.124122619628906,478.67626953125
30,3,,Total,590.8841688632965,478.67626953125
