percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,187.65050983428955,503.58349609375
20,1,20,Train,126.86741995811462,476.81640625
20,2,20,Test,2.939939498901367,476.7578125
20,3,,Total,317.45786929130554,476.7578125
