percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,591.2144372463226,464.53662109375
60,1,60,Train,982.684846162796,418.818359375
60,2,60,Test,20.419646739959717,418.759765625
60,3,,Total,1594.3189301490784,418.759765625
