percentage,,percentage,ket,elapsed_time,gpu_used
90,0,90,Dataloader,827.6200075149536,522.33837890625
90,1,90,Train,2220.170723438263,479.48095703125
90,2,90,Test,45.449477672576904,478.67626953125
90,3,,Total,3093.2402086257935,478.67626953125
