percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,277.8348546028137,503.58349609375
30,1,30,Train,289.729398727417,479.48095703125
30,2,30,Test,5.989769697189331,478.67626953125
30,3,,Total,573.55402302742,478.67626953125
