percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,553.2415642738342,503.58349609375
60,1,60,Train,1033.0214726924896,479.48095703125
60,2,60,Test,21.17525839805603,478.67626953125
60,3,,Total,1607.4382953643799,478.67626953125
