percentage,,percentage,ket,elapsed_time,gpu_used
70,0,70,Dataloader,681.8121385574341,464.53662109375
70,1,70,Train,1383.4544138908386,421.48291015625
70,2,70,Test,27.86629366874695,420.67822265625
70,3,,Total,2093.1328461170197,420.67822265625
