percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,777.422926902771,465.40673828125
80,1,80,Train,1713.599369764328,418.818359375
80,2,80,Test,35.329935789108276,418.759765625
80,3,,Total,2526.3522324562073,418.759765625
