percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,185.26537919044495,503.58349609375
20,1,20,Train,133.2695231437683,479.48095703125
20,2,20,Test,2.964860677719116,478.67626953125
20,3,,Total,321.4997630119324,478.67626953125
