percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,99.76556968688965,463.50830078125
10,1,10,Train,39.24692225456238,418.818359375
10,2,10,Test,0.9799766540527344,418.759765625
10,3,,Total,139.99246859550476,418.759765625
