percentage,,percentage,ket,elapsed_time,gpu_used
40,0,40,Dataloader,380.1024649143219,464.53662109375
40,1,40,Train,491.82987236976624,421.48291015625
40,2,40,Test,10.180182695388794,420.67822265625
40,3,,Total,882.1125199794769,420.67822265625
