percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,190.06000185012817,503.58349609375
20,1,20,Train,143.51265382766724,479.48095703125
20,2,20,Test,3.0744144916534424,478.67626953125
20,3,,Total,336.64707016944885,478.67626953125
