percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,99.93698382377625,463.50830078125
10,1,10,Train,38.880202770233154,418.818359375
10,2,10,Test,1.0085275173187256,418.759765625
10,3,,Total,139.82571411132812,418.759765625
