percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,774.6692540645599,465.40673828125
80,1,80,Train,1727.6391892433167,418.818359375
80,2,80,Test,35.380820751190186,418.759765625
80,3,,Total,2537.6892640590668,418.759765625
