percentage,,percentage,ket,elapsed_time,gpu_used
100,0,100,Dataloader,985.7034893035889,465.40673828125
100,1,100,Train,2662.4387271404266,418.818359375
100,2,100,Test,53.94492745399475,418.759765625
100,3,,Total,3702.0871438980103,418.759765625
