percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,95.55216360092163,463.50830078125
10,1,10,Train,47.819828510284424,421.48291015625
10,2,10,Test,1.0748286247253418,420.67822265625
10,3,,Total,144.4468207359314,420.67822265625
