percentage,,percentage,ket,elapsed_time,gpu_used
70,0,70,Dataloader,646.6884212493896,503.58349609375
70,1,70,Train,1324.3495078086853,476.81640625
70,2,70,Test,27.564287185668945,476.7578125
70,3,,Total,1998.602216243744,476.7578125
