percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,182.6316442489624,503.58349609375
20,1,20,Train,128.0379180908203,476.81640625
20,2,20,Test,2.9152278900146484,476.7578125
20,3,,Total,313.58479022979736,476.7578125
