percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,588.6602823734283,464.53662109375
60,1,60,Train,1032.3370327949524,421.48291015625
60,2,60,Test,21.030202388763428,420.67822265625
60,3,,Total,1642.0275175571442,420.67822265625
