percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,762.2667858600616,522.33837890625
80,1,80,Train,1723.6176025867462,476.81640625
80,2,80,Test,35.3501672744751,476.7578125
80,3,,Total,2521.234555721283,476.7578125
