percentage,,percentage,ket,elapsed_time,gpu_used
50,0,50,Dataloader,460.47225522994995,503.58349609375
50,1,50,Train,688.764580488205,476.81640625
50,2,50,Test,14.91278862953186,476.7578125
50,3,,Total,1164.1496243476868,476.7578125
