percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,561.564590215683,503.58349609375
60,1,60,Train,989.5270442962646,476.81640625
60,2,60,Test,21.027470350265503,476.7578125
60,3,,Total,1572.1191048622131,476.7578125
