percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,299.24988436698914,463.82470703125
30,1,30,Train,265.6580898761749,418.818359375
30,2,30,Test,5.829918384552002,418.759765625
30,3,,Total,570.7378926277161,418.759765625
