percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,182.37883019447327,503.58349609375
20,1,20,Train,127.16248559951782,476.81640625
20,2,20,Test,2.906334638595581,476.7578125
20,3,,Total,312.44765043258667,476.7578125
