percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,102.44106888771057,463.50830078125
10,1,10,Train,46.80504250526428,421.48291015625
10,2,10,Test,1.0051651000976562,420.67822265625
10,3,,Total,150.2512764930725,420.67822265625
