percentage,,percentage,ket,elapsed_time,gpu_used
40,0,40,Dataloader,384.79423666000366,503.58349609375
40,1,40,Train,452.14424538612366,476.81640625
40,2,40,Test,9.822432041168213,476.7578125
40,3,,Total,846.7609140872955,476.7578125
