percentage,,percentage,ket,elapsed_time,gpu_used
100,0,100,Dataloader,927.6197168827057,522.33837890625
100,1,100,Train,2655.8968844413757,476.81640625
100,2,100,Test,54.45620346069336,476.7578125
100,3,,Total,3637.972804784775,476.7578125
