percentage,,percentage,ket,elapsed_time,gpu_used
60,0,60,Dataloader,559.9540164470673,503.58349609375
60,1,60,Train,979.8944673538208,476.81640625
60,2,60,Test,20.560702562332153,476.7578125
60,3,,Total,1560.4091863632202,476.7578125
