percentage,,percentage,ket,elapsed_time,gpu_used
20,0,20,Dataloader,204.37945556640625,463.82470703125
20,1,20,Train,143.3054645061493,421.48291015625
20,2,20,Test,3.0042998790740967,420.67822265625
20,3,,Total,350.68921995162964,420.67822265625
