percentage,,percentage,ket,elapsed_time,gpu_used
30,0,30,Dataloader,285.1864264011383,503.58349609375
30,1,30,Train,265.7202877998352,476.81640625
30,2,30,Test,5.8163979053497314,476.7578125
30,3,,Total,556.7231121063232,476.7578125
