percentage,,percentage,ket,elapsed_time,gpu_used
10,0,10,Dataloader,96.97234678268433,463.50830078125
10,1,10,Train,48.12564492225647,421.48291015625
10,2,10,Test,1.0699818134307861,420.67822265625
10,3,,Total,146.16797351837158,420.67822265625
