percentage,,percentage,ket,elapsed_time,gpu_used
100,0,100,Dataloader,970.2042038440704,465.40673828125
100,1,100,Train,2732.8438403606415,421.48291015625
100,2,100,Test,54.71933126449585,420.67822265625
100,3,,Total,3757.7673754692078,420.67822265625
