percentage,,percentage,ket,elapsed_time,gpu_used
100,0,100,Dataloader,982.8728535175323,465.40673828125
100,1,100,Train,2660.329067468643,418.818359375
100,2,100,Test,54.549649238586426,418.759765625
100,3,,Total,3697.751570224762,418.759765625
