percentage,,percentage,ket,elapsed_time,gpu_used
80,0,80,Dataloader,774.996022939682,465.40673828125
80,1,80,Train,1717.8339557647705,418.818359375
80,2,80,Test,35.11998534202576,418.759765625
80,3,,Total,2527.9499640464783,418.759765625
