percentage,,percentage,ket,elapsed_time,gpu_used
50,0,50,Dataloader,480.7099256515503,464.53662109375
50,1,50,Train,692.1343190670013,418.818359375
50,2,50,Test,14.82537841796875,418.759765625
50,3,,Total,1187.6696231365204,418.759765625
