percentage,,percentage,ket,elapsed_time,gpu_used
100,0,100,Dataloader,958.314373254776,465.40673828125
100,1,100,Train,2756.9086167812347,421.48291015625
100,2,100,Test,54.40016555786133,420.67822265625
100,3,,Total,3769.623155593872,420.67822265625
