percentage,,percentage,ket,elapsed_time,gpu_used
70,0,70,Dataloader,627.2998700141907,503.58349609375
70,1,70,Train,1381.5096862316132,479.48095703125
70,2,70,Test,28.013479709625244,478.67626953125
70,3,,Total,2036.823035955429,478.67626953125
