percentage,Unnamed: 1,percentage.1,ket,elapsed_time,gpu_used,dataset,experiment,file_path,subset_percentage_file
50,3,,Total,1191.7834639549255,418.759765625,ag-news-bert-whitening-pca,ag-news-bert-whitening-pca-mlp,save\ag-news-bert-whitening-pca\ag-news-bert-whitening-pca-mlp\summary_efficiency_50.csv,50
60,3,,Total,1597.7055745124817,418.759765625,ag-news-bert-whitening-pca,ag-news-bert-whitening-pca-mlp,save\ag-news-bert-whitening-pca\ag-news-bert-whitening-pca-mlp\summary_efficiency_60.csv,60
70,3,,Total,2039.2794003486636,418.759765625,ag-news-bert-whitening-pca,ag-news-bert-whitening-pca-mlp,save\ag-news-bert-whitening-pca\ag-news-bert-whitening-pca-mlp\summary_efficiency_70.csv,70
80,3,,Total,2537.6892640590668,418.759765625,ag-news-bert-whitening-pca,ag-news-bert-whitening-pca-mlp,save\ag-news-bert-whitening-pca\ag-news-bert-whitening-pca-mlp\summary_efficiency_80.csv,80
90,3,,Total,3083.7709674835205,418.759765625,ag-news-bert-whitening-pca,ag-news-bert-whitening-pca-mlp,save\ag-news-bert-whitening-pca\ag-news-bert-whitening-pca-mlp\summary_efficiency_90.csv,90
10,3,,Total,150.2512764930725,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_10.csv,10
100,3,,Total,3757.767375469208,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_100.csv,100
20,3,,Total,350.68921995162964,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_20.csv,20
30,3,,Total,590.421834230423,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_30.csv,30
40,3,,Total,882.1125199794769,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_40.csv,40
50,3,,Total,1218.344631433487,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_50.csv,50
60,3,,Total,1628.279940366745,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_60.csv,60
70,3,,Total,2097.3986229896545,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_70.csv,70
80,3,,Total,2581.674250364304,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_80.csv,80
90,3,,Total,3149.555139541626,420.67822265625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-bilstm,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-bilstm\summary_efficiency_90.csv,90
10,3,,Total,139.99246859550476,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_10.csv,10
100,3,,Total,3702.08714389801,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_100.csv,100
20,3,,Total,338.6807301044464,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_20.csv,20
30,3,,Total,570.7378926277161,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_30.csv,30
40,3,,Total,865.6695659160614,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_40.csv,40
50,3,,Total,1187.6696231365204,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_50.csv,50
60,3,,Total,1580.621568441391,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_60.csv,60
70,3,,Total,2077.5191218853,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_70.csv,70
80,3,,Total,2527.9499640464783,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_80.csv,80
90,3,,Total,3080.988727331161,418.759765625,ag-news-bert-whitening-svd,ag-news-bert-whitening-svd-mlp,save\ag-news-bert-whitening-svd\ag-news-bert-whitening-svd-mlp\summary_efficiency_90.csv,90
10,3,,Total,146.16797351837158,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_10.csv,10
100,3,,Total,3769.623155593872,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_100.csv,100
20,3,,Total,341.0142662525177,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_20.csv,20
30,3,,Total,597.0337550640106,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_30.csv,30
40,3,,Total,884.0574069023132,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_40.csv,40
50,3,,Total,1239.639354467392,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_50.csv,50
60,3,,Total,1637.2447140216827,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_60.csv,60
70,3,,Total,2081.3873722553253,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_70.csv,70
80,3,,Total,2572.9448823928838,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_80.csv,80
90,3,,Total,3156.0627641677856,420.67822265625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-bilstm,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-bilstm\summary_efficiency_90.csv,90
10,3,,Total,139.69121193885803,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_10.csv,10
100,3,,Total,3697.751570224762,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_100.csv,100
20,3,,Total,336.65929555892944,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_20.csv,20
30,3,,Total,563.9845838546753,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_30.csv,30
40,3,,Total,857.7523756027222,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_40.csv,40
50,3,,Total,1203.3159363269806,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_50.csv,50
60,3,,Total,1594.3189301490784,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_60.csv,60
70,3,,Total,2104.808928728104,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_70.csv,70
80,3,,Total,2526.3522324562077,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_80.csv,80
90,3,,Total,3098.408779859543,418.759765625,ag-news-bert-whitening-zca,ag-news-bert-whitening-zca-mlp,save\ag-news-bert-whitening-zca\ag-news-bert-whitening-zca-mlp\summary_efficiency_90.csv,90
10,3,,Total,201.64612531661987,445.00927734375,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_10.csv,10
100,3,,Total,5549.35399889946,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_100.csv,100
20,3,,Total,468.3788547515869,463.80810546875,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_20.csv,20
30,3,,Total,806.7557322978973,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_30.csv,30
40,3,,Total,1239.144689798355,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_40.csv,40
50,3,,Total,1777.7433505058289,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_50.csv,50
60,3,,Total,2403.970510244369,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_60.csv,60
70,3,,Total,3054.038812637329,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_70.csv,70
80,3,,Total,3830.0857343673706,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_80.csv,80
90,3,,Total,4639.298869848251,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_90.csv,90
10,3,,Total,198.14843940734863,445.00927734375,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_10.csv,10
100,3,,Total,5446.279428482056,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_100.csv,100
20,3,,Total,462.80737137794495,463.80810546875,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_20.csv,20
30,3,,Total,790.6767618656158,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_30.csv,30
40,3,,Total,1223.2167403697968,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_40.csv,40
50,3,,Total,1758.0428643226624,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_50.csv,50
60,3,,Total,2364.802057981491,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_60.csv,60
70,3,,Total,3034.543018579483,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_70.csv,70
80,3,,Total,3843.7001461982727,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_80.csv,80
90,3,,Total,4613.091458082199,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_90.csv,90
10,3,,Total,179.16177487373352,501.26171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_10.csv,10
100,3,,Total,5270.562271356583,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_100.csv,100
20,3,,Total,419.68870210647583,516.3076171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_20.csv,20
30,3,,Total,742.7014231681824,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_30.csv,30
40,3,,Total,1158.7920289039612,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_40.csv,40
50,3,,Total,1662.6594593524933,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_50.csv,50
60,3,,Total,2249.1462230682373,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_60.csv,60
70,3,,Total,2923.088035106659,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_70.csv,70
80,3,,Total,3642.6187555789943,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_80.csv,80
90,3,,Total,4437.964382410049,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_90.csv,90
10,3,,Total,148.26961183547974,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_10.csv,10
100,3,,Total,3752.047807216644,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_100.csv,100
20,3,,Total,333.6354396343231,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_20.csv,20
30,3,,Total,578.7793617248535,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_30.csv,30
40,3,,Total,879.9837288856506,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_40.csv,40
50,3,,Total,1210.090187072754,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_50.csv,50
60,3,,Total,1616.415010690689,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_60.csv,60
70,3,,Total,2064.619325876236,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_70.csv,70
80,3,,Total,2581.5750477313995,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_80.csv,80
90,3,,Total,3149.6450872421265,478.67626953125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-bilstm,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-bilstm\summary_efficiency_90.csv,90
10,3,,Total,139.75824856758118,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_10.csv,10
100,3,,Total,3637.972804784775,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_100.csv,100
20,3,,Total,313.58479022979736,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_20.csv,20
30,3,,Total,556.7231121063232,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_30.csv,30
40,3,,Total,836.0948946475983,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_40.csv,40
50,3,,Total,1164.1496243476868,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_50.csv,50
60,3,,Total,1560.4091863632202,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_60.csv,60
70,3,,Total,1998.602216243744,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_70.csv,70
80,3,,Total,2521.234555721283,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_80.csv,80
90,3,,Total,3041.5931186676025,476.7578125,ag-news-roberta-whitening-pca,ag-news-roberta-whitening-pca-mlp,save\ag-news-roberta-whitening-pca\ag-news-roberta-whitening-pca-mlp\summary_efficiency_90.csv,90
10,3,,Total,145.6014392375946,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_10.csv,10
100,3,,Total,3722.646643877029,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_100.csv,100
20,3,,Total,321.4997630119324,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_20.csv,20
30,3,,Total,590.8841688632965,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_30.csv,30
40,3,,Total,868.3284678459167,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_40.csv,40
50,3,,Total,1213.602840423584,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_50.csv,50
60,3,,Total,1590.309913635254,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_60.csv,60
70,3,,Total,2036.823035955429,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_70.csv,70
80,3,,Total,2533.843637228012,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_80.csv,80
90,3,,Total,3081.6619415283203,478.67626953125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-bilstm,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-bilstm\summary_efficiency_90.csv,90
10,3,,Total,136.01977849006653,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_10.csv,10
100,3,,Total,3677.777183294296,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_100.csv,100
20,3,,Total,317.45786929130554,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_20.csv,20
30,3,,Total,557.0448195934296,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_30.csv,30
40,3,,Total,846.7609140872955,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_40.csv,40
50,3,,Total,1160.3480007648468,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_50.csv,50
60,3,,Total,1556.8448820114136,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_60.csv,60
70,3,,Total,1987.6368517875671,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_70.csv,70
80,3,,Total,2499.622164964676,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_80.csv,80
90,3,,Total,3061.078532457352,476.7578125,ag-news-roberta-whitening-svd,ag-news-roberta-whitening-svd-mlp,save\ag-news-roberta-whitening-svd\ag-news-roberta-whitening-svd-mlp\summary_efficiency_90.csv,90
10,3,,Total,144.83933305740356,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_10.csv,10
100,3,,Total,3668.265579223633,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_100.csv,100
20,3,,Total,336.64707016944885,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_20.csv,20
30,3,,Total,573.55402302742,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_30.csv,30
40,3,,Total,865.6117029190063,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_40.csv,40
